"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1479,"20","RL",79,14122,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","1Story",8,"5",2005,"1998~","Hip","CompShg","CemntBd","CmentBd","BrkFace",240,"Gd","TA","PConc","Ex","TA","Mn or No","GLQ",-1.41515135190241,"Unf",0,1794,1.77450465301704,"GasA","Ex","Y","SBrkr",1.65677626118003,0,0,0.76949243186884,0,0,"2 ~","No HalfBath","3 ~","1","Ex","8 ~","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",0,119,0,0,0,0,"No Pool","No Fence","None",0,2,2010,"WD","Normal",NA
1481,"60","RL",105,13650,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story",8,"5",2002,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",232,"Gd","TA","PConc","Gd","TA","Av or Gd","GLQ",-0.136543611641998,"Unf",0,1093,1.41786131536203,"GasA","Ex","Y","SBrkr",1.32559938395896,-0.673816561010247,0,1.69105661949772,1,0,"2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Ex","Attchd","2000 ~ ","Fin",3,"600 ~","TA","TA","Y",238,130,0,0,0,0,"No Pool","No Fence","None",0,6,2010,"WD","Normal",NA
1482,"120","RL",41,7132,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","1Story",8,"5",2006,"1998~","Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","TA","Mn or No","GLQ",-1.42445031728612,"Unf",0,1346,0.706936516460327,"GasA","Ex","Y","SBrkr",0.547947013002818,0,0,-0.203748252262589,0,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",120,49,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",NA
1483,"20","RL",100,18494,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",6,"5",2005,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,1324,0.598290201678007,"GasA","Ex","Y","SBrkr",0.435101558542306,0,0,-0.30279487055915,0,0,"2 ~","No HalfBath","3 ~","1","Gd","6","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",36,23,0,0,0,0,"No Pool","No Fence","None",0,1,2010,"WD","Normal",NA
1484,"120","RL",43,3203,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",7,"5",2006,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","TA","Av or Gd","GLQ",-1.44304824805354,"Unf",0,1129,0.175514324590283,"GasA","Ex","Y","SBrkr",-0.00401444903229697,0,0,-0.68821540697403,0,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",100,116,0,0,0,0,"No Pool","No Fence","None",0,1,2010,"WD","Normal",NA
1485,"70 ~ 90","RL",67,13300,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl",7,"5",2004,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","GLQ",-0.722378430815859,"Unf",0,58,-1.62187362213462,"GasA","Ex","Y","SBrkr",-0.987732432481546,-0.424065105182601,0,-0.195135502845497,1,0,"2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",100,0,0,0,0,0,"No Pool","No Fence","None",0,6,2010,"WD","Normal",NA
1486,"60","RL",63,8577,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story",7,"5",2004,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,847,-0.528324845086486,"GasA","Ex","Y","SBrkr",-0.735056740972138,0.530209114099151,0,0.577858757338537,0,0,"2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",144,48,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",NA
1487,"60","RL",60,17433,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story",8,"5",1998,"1998~","Hip","CompShg","VinylSd","VinylSd","BrkFace",114,"Gd","TA","PConc","Ex","TA","Mn or No","Not GLQ",0,"Unf",0,1629,1.31866250621295,"GasA","Ex","Y","SBrkr",1.2225665777124,0.321461628631267,0,2.17552377420916,0,0,"2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","TA","Attchd","1980 ~ 2000","Fin",3,"600 ~","TA","TA","Y",23,172,0,0,256,0,"No Pool","No Fence","None",0,1,2010,"WD","Normal",NA
1488,"20","RL",73,8987,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",8,"5",2005,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,1595,1.23835870833037,"GasA","Ex","Y","SBrkr",1.09990847503793,0,0,0.280718902448853,0,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",144,0,0,0,0,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",NA
1489,"20","FV",92,9215,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",7,"5",2009,"1998~","Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,1218,0.347931302397008,"GasA","Ex","Y","SBrkr",0.175066380872429,0,0,-0.531032730112096,0,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","~ 4","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","RFn",2,"600 ~","TA","TA","Y",0,136,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"New","Partial",NA
1490,"20","FV",84,10440,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",6,"5",2005,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn or No","GLQ",1.80694015355383,"Unf",0,54,0.938400404474835,"GasA","Ex","Y","SBrkr",0.788356894244779,0,0,0.00726410845617232,1,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",0,102,0,0,216,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",NA
1491,"60","RL",70,11920,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story",7,"5",2004,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",122,"Gd","TA","PConc","Gd","TA","Av or Gd","Not GLQ",0,"Unf",0,831,-0.566114867619467,"GasA","Ex","Y","SBrkr",-0.774307333827968,0.314006361293129,0,0.418522893122329,0,0,"2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",144,68,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",NA
1492,"30 ~ 40","RMH",70,9800,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","non-norm","Norm","1Fam and TwnhsE","1Story",5,"5",1920,"1950~1997","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil or Slab","TA","TA","Mn or No","Not GLQ",0,"Unf",0,816,-0.601543013744137,"GasA","Gd or TA","N","FuseA",-0.330285002146387,0,0,-0.974589325092349,0,0,"0 or 1","No HalfBath","0 ~ 2","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","TA","Y",121,0,80,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",NA
1493,"20","RL",39,15410,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor3","RRNe","Norm","1Fam and TwnhsE","1Story",6,"6~9",1974,"1998~","Hip","CompShg","Plywood","Plywood","BrkCmn",250,"TA","Gd","CBlock or Stone or Wood","TA","TA","Av or Gd","Not GLQ",-1.18732670000146,"GLQ",859,223,0.324312538313895,"GasA","Ex","Y","SBrkr",0.852139107635503,0,0,0.0632469796672722,1,0,"2 ~","No HalfBath","3 ~","1","TA","7","Typ","Yes Fireplaces","Fa","Attchd","1900 ~ 1980","Fin",2,"300 ~ 600","TA","TA","Y",296,0,186,0,0,0,"No Pool","Yes Fence","None",0,4,2010,"WD","Abnorml",NA
1494,"60","RL",85,13143,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story",8,"5",1993,"1950~1997","Gable","CompShg","HdBoard","ImStucc","BrkFace",504,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",-0.899058773106388,"GLQ",981,0,0.378635695705055,"GasA","Ex","Y","SBrkr",0.256020728637579,1.32046745194185,0,1.90422216757075,1,0,"2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","Yes Fireplaces","TA","Attchd","1980 ~ 2000","RFn",3,"600 ~","TA","TA","Y",32,130,0,0,0,0,"No Pool","No Fence","None",0,6,2010,"WD","Normal",NA
1495,"60","RL",88,11134,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story",8,"5",1992,"1950~1997","Gable","CompShg","HdBoard","HdBoard","BrkFace",180,"Gd","TA","PConc","Gd","TA","Mn or No","GLQ",1.14438886996434,"Unf",0,261,0.754174044626553,"GasA","Ex","Y","SBrkr",0.626448198714479,0.295368192947782,0,1.63722693564089,1,0,"2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","TA","Attchd","1980 ~ 2000","RFn",3,"600 ~","TA","TA","Y",198,30,0,0,0,0,"No Pool","No Fence","None",0,6,2010,"WD","Normal",NA
1496,"120","FV",25,4835,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","1Story",7,"5",2004,"1998~","Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Ex","TA","Av or Gd","GLQ",1.53727015742618,"Unf",0,190,0.985637932641061,"GasA","Ex","Y","SBrkr",0.837420135314567,0,0,0.0503278555416338,1,0,"2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",168,50,0,0,0,0,"No Pool","No Fence","None",0,3,2010,"WD","Normal",NA
1497,"160 ~ 190","FV",39,3515,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story",7,"5",2004,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,840,-0.544857979944665,"GasA","Ex","Y","SBrkr",-0.752228875346564,0.358737965321961,0,0.463739827562064,0,0,"2 ~","Yes HalfBath","0 ~ 2","1","Gd","~ 4","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",0,111,0,0,0,0,"No Pool","No Fence","None",0,1,2010,"WD","Normal",NA
1498,"160 ~ 190","FV",30,3215,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story",7,"5",2004,"1998~","Gable","CompShg","MetalSd","MetalSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av or Gd","GLQ",-0.829316532728548,"Unf",0,320,-1.11170831793938,"GasA","Ex","Y","SBrkr",-1.34098776818402,-0.535894115254681,0,-0.569790102489011,0,0,"2 ~","Yes HalfBath","0 ~ 2","1","Gd","~ 4","Typ","No Fireplaces","No Fireplace","Detchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",0,172,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"ConLD","Normal",NA
