"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
12,"60","RL",0.618829406702342,0.23998200592897,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story","2.04076523809178","5",1.08153432589733,"1998~","Hip","CompShg","WdShing","Wd Shng","Stone",286,"Ex","TA","PConc","Ex","TA","No","GLQ",0.979050029564925,"Unf",0,177,0.249446295148344,"GasA","Ex","Y","SBrkr",0.0662182068691236,1.34990376703606,0,1.73265359648162,1,0,"2 ~","No HalfBath","3 ~","1","Ex","8 ~","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","Fin",3,"600 ~","TA","TA","Y",147,21,0,0,0,0,"No Pool","No Fence","None",0,7,2006,"New","Partial",1.74980274449556
14,"20","RL",0.867657585102676,0.0761574855658621,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","0.615605273325129","5",1.11283204377213,"1998~","Gable","CompShg","VinylSd","VinylSd","Stone",306,"Gd","TA","PConc","Gd","TA","Av","Not GLQ",0,"Unf",0,1494,1.12186336360261,"GasA","Ex","Y","SBrkr",0.966651707465165,0,0,-0.00819174781243185,0,0,"2 ~","No HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",160,33,0,0,0,0,"No Pool","No Fence","None",0,8,2007,"New","Partial",1.25646098371109
16,"30 ~ 40","RMH",-0.791196937566215,-0.507531764658671,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","Foyer and .5","0.615605273325129","6~9",-1.29709223258791,"1998~","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil or Slab","TA","TA","No","Not GLQ",0,"Unf",0,832,-0.688607167170815,"GasA","Ex","Y","FuseA",-0.880391370680561,0,0,-1.3505303265452,0,0,"0 or 1","No HalfBath","0 ~ 2","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","1980 ~ 2000","Unf",2,"300 ~ 600","TA","TA","Y",48,112,0,0,0,0,"No Pool","Yes Fence","None",0,7,2007,"WD","Normal",-0.535973567777793
18,"70 ~ 90","RL",0.0797016868349529,0.094059693372837,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","others","SLvl and 1Story","-1.52213467382485","5",-0.107778953345293,"1950~1997","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil or Slab","No Bsmt","No Bsmt","No Bsmt","No Bsmt",0,"No Bsmt",0,0,0,"GasA","Gd or TA","Y","SBrkr",0.395222755163831,0,0,-0.423477745607881,0,0,"2 ~","No HalfBath","0 ~ 2","2 ~","TA","6","Typ","No Fireplaces","No Fireplace","CarPort","1900 ~ 1980","Unf",2,"300 ~ 600","TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","Shed",500,10,2006,"WD","Normal",-1.47305118894872
19,"20","RL",-0.169126491565381,0.468074164390499,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","non-norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","5",1.05023660802252,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",0.0270634950760948,"Unf",0,468,0.0826204607417299,"GasA","Ex","Y","SBrkr",-0.13003012018386,0,0,-0.805205278935012,1,0,"0 or 1","Yes HalfBath","3 ~","1","Gd","6","Typ","No Fireplaces","No Fireplace","Detchd","2000 ~ ","Unf",2,"300 ~ 600","TA","TA","Y",0,102,0,0,0,0,"No Pool","No Fence","None",0,6,2008,"WD","Normal",-0.0861284061552181
20,"20","RL",-0.00324103929849165,-0.322070043492888,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.389458414218545,"1950~1997","Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock or Stone or Wood","TA","TA","No","Not GLQ",-0.35697652735974,"Unf",0,525,-0.149841767529782,"GasA","Gd or TA","Y","SBrkr",0.519320961976747,0,0,-0.333289372349274,0,0,"0 or 1","No HalfBath","3 ~","1","TA","6","Min1","No Fireplaces","No Fireplace","Attchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Y",0,0,0,0,0,0,"No Pool","Yes Fence","None",0,5,2009,"COD","Abnorml",-0.410718487480255
21,"60","RL",1.2823712157699,0.535046452589254,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story","1.32818525570845","5",1.08153432589733,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Not GLQ",0,"Unf",0,1158,0.202953849494042,"GasA","Ex","Y","SBrkr",-0.00304590856134115,1.64265989371321,0,1.84171860600366,0,0,"2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",240,154,0,0,0,0,"No Pool","No Fence","None",0,11,2006,"New","Partial",1.6124432873021
22,"30 ~ 40","RMH",-0.542368759165881,-0.336366051166084,"Pave","Grvl","Reg","Bnk","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","Foyer and .5","0.615605273325129","6~9",-1.26579451471311,"1950~1997","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Not GLQ",0,"Unf",0,637,-1.22190286732311,"GasA","Ex","Y","FuseF",-0.147346149041476,0,0,-0.817789703110631,0,0,"0 or 1","No HalfBath","3 ~","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Partial or Not",0,0,205,0,0,0,"No Pool","Yes Fence","None",0,6,2007,"WD","Normal",-0.403760875942773
23,"20","RL",0.20411577603512,-0.041044018781959,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","1.32818525570845","5",0.98764117227291,"1998~","Hip","CompShg","VinylSd","VinylSd","BrkFace",281,"Gd","TA","PConc","Gd","TA","No","Not GLQ",0,"Unf",0,1777,1.89582584125952,"GasA","Ex","Y","SBrkr",1.83533915515558,0,0,0.623126864997822,0,0,"2 ~","No HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",171,159,0,0,0,0,"No Pool","No Fence","None",0,9,2008,"WD","Normal",0.79601269779867
24,"120","RMH",-1.08149647903327,-0.751723030860285,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",0.173900507527959,"1950~1997","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",0.551737891925052,"Unf",0,200,-0.119758420341704,"GasA","Gd or TA","Y","SBrkr",-0.285874379902405,0,0,-0.918465096515589,1,0,"0 or 1","No HalfBath","3 ~","1","TA","6","Typ","Yes Fireplaces","TA","Attchd","1900 ~ 1980","Unf",2,"300 ~ 600","TA","TA","Y",100,110,0,0,0,0,"No Pool","No Fence","None",0,6,2007,"WD","Normal",-0.574903700516595
26,"20","RL",1.6556134833704,0.536978345518064,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","1.32818525570845","5",1.14412976164694,"1998~","Gable","CompShg","VinylSd","VinylSd","Stone",640,"Gd","TA","PConc","Gd","TA","No","Not GLQ",0,"Unf",0,1566,1.3187725451973,"GasA","Ex","Y","SBrkr",1.27256821728305,0,0,0.214133079290182,0,0,"2 ~","No HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",0,56,0,0,0,0,"No Pool","No Fence","None",0,7,2009,"WD","Normal",1.05221224316938
27,"20","RL",-0.417954669965714,-0.368435473784334,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.608542439342185,"1998~","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock or Stone or Wood","TA","TA","Mn","Not GLQ",-1.08719347142788,"Rec",486,180,-0.502637384553605,"GasA","Gd or TA","Y","SBrkr",-0.747635149438837,0,0,-1.25404974119878,0,1,"0 or 1","No HalfBath","3 ~","1","Gd","5","Typ","No Fireplaces","No Fireplace","Detchd","2000 ~ ","Unf",2,"300 ~ 600","TA","TA","Y",222,32,0,0,0,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",-0.48505923946107
28,"20","RL",1.15795712656973,0.182540389512346,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","1.32818525570845","5",1.14412976164694,"1998~","Gable","CompShg","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA","No","GLQ",1.57404161362044,"Unf",0,486,1.69618180992046,"GasA","Ex","Y","SBrkr",1.57271271748173,0,0,0.432263098334257,1,0,"2 ~","No HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",3,"600 ~","TA","TA","Y",0,50,0,0,0,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",1.46921804223428
29,"20","RL",-0.957082389833104,0.806284219794211,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.42075613209335,"1950~1997","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock or Stone or Wood","TA","TA","Gd","Not GLQ",1.73360753843533,"Unf",0,207,1.0945148661589,"GasA","Gd or TA","Y","SBrkr",1.27256821728305,0,0,0.214133079290182,1,0,"0 or 1","No HalfBath","0 ~ 2","1","TA","6","Typ","Yes Fireplaces","Gd","Attchd","1900 ~ 1980","RFn",1,"300 ~ 600","TA","TA","Y",288,258,0,0,0,0,"No Pool","No Fence","None",0,12,2006,"WD","Normal",0.551361154685689
31,"70 ~ 90","C (all)",-0.832668300632937,-0.201004753287447,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","non-norm","Norm","1Fam and TwnhsE","2Story","-1.52213467382485","2~4",-1.57877169346116,"1950~1997","Gambrel","CompShg","BrkFace","BrkFace","None",0,"TA","Fa","BrkTil or Slab","TA","TA","No","Not GLQ",0,"Unf",0,649,-1.18908467039066,"GasA","Gd or TA","N","SBrkr",-1.47202235664911,-0.475969970397712,0,-0.379432260993212,0,0,"0 or 1","No HalfBath","3 ~","1","TA","6","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","Fa","Partial or Not",0,54,172,0,0,0,"No Pool","Yes Fence","None",0,7,2008,"WD","Normal",-3.51057014521833
33,"20","RL",0.618829406702342,0.127288251748373,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","1.32818525570845","5",1.14412976164694,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Not GLQ",0,"Unf",0,1234,0.410802430066217,"GasA","Ex","Y","SBrkr",0.216290456968464,0,0,-0.553516795422618,0,0,"2 ~","No HalfBath","3 ~","1","Gd","7","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",0,30,0,0,0,0,"No Pool","No Fence","None",0,1,2008,"WD","Normal",0.210460764520047
34,"20","RL",-0.00324103929849165,0.0632781993737938,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","5",-0.358160696343739,"1950~1997","Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock or Stone or Wood","TA","TA","No","Not GLQ",1.03314017356997,"Unf",0,380,0.859317788143016,"GasA","Gd or TA","Y","SBrkr",1.56116869824332,0,0,0.423873482217177,0,1,"0 or 1","Yes HalfBath","3 ~","1","Gd","6","Typ","Yes Fireplaces","Gd","Attchd","1900 ~ 1980","RFn",2,"300 ~ 600","TA","TA","Y",0,38,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",0.0102630014091064
35,"120","RL",-0.417954669965714,-0.353881880387297,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","2.04076523809178","5",1.08153432589733,"1998~","Hip","CompShg","MetalSd","MetalSd","BrkFace",246,"Ex","TA","PConc","Ex","TA","No","GLQ",1.39824864560404,"Unf",0,408,1.30509829647544,"GasA","Ex","Y","SBrkr",1.16001402970855,0,0,0.132334322148655,1,0,"2 ~","No HalfBath","0 ~ 2","1","Ex","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",203,47,0,0,0,0,"No Pool","No Fence","None",0,8,2007,"WD","Normal",1.2395608881368
36,"60","RL",1.57267075723695,0.43239854163847,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story","1.32818525570845","5",1.05023660802252,"1998~","Gable","CompShg","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA","Av","Not GLQ",0,"Unf",0,1117,0.0908250099748421,"GasA","Ex","Y","SBrkr",-0.0780820336110113,2.03556943214832,0,2.00112131222818,0,0,"2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","Fin",3,"600 ~","TA","TA","Y",113,32,0,0,0,0,"No Pool","No Fence","None",0,9,2006,"WD","Normal",1.49208736067053
37,"20","RL",1.73855620950384,0.102817607983443,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","5",0.737259429274464,"1950~1997","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Not GLQ",0,"Unf",0,1097,0.0361280150874276,"GasA","Ex","Y","SBrkr",-0.179092201947106,0,0,-0.840861147432601,0,0,"0 or 1","Yes HalfBath","3 ~","1","TA","6","Typ","No Fireplaces","No Fireplace","Attchd","1980 ~ 2000","Unf",2,"600 ~","TA","TA","Y",392,64,0,0,0,0,"No Pool","No Fence","None",0,6,2009,"WD","Normal",-0.308481966206969
38,"20","RL",0.162644412968397,-0.196883381705985,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.514649285717768,"1950~1997","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock or Stone or Wood","TA","TA","No","Not GLQ",1.56051907761918,"Unf",0,84,0.583097963961573,"GasA","Gd or TA","Y","SBrkr",0.398108759973434,0,0,-0.421380341578611,0,1,"0 or 1","No HalfBath","3 ~","1","TA","5","Typ","Yes Fireplaces","TA","Attchd","1900 ~ 1980","Fin",2,"300 ~ 600","TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","None",0,10,2009,"WD","Normal",-0.178820710389948
39,"20","RL",-0.0861837654319362,-0.275447027477601,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.545947003592574,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock or Stone or Wood","TA","TA","No","GLQ",0.256946607097545,"Unf",0,326,-0.0732659746874014,"GasA","Gd or TA","Y","SBrkr",-0.294532394331213,0,0,-0.924757308603399,1,0,"0 or 1","No HalfBath","3 ~","1","Gd","5","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Y",0,52,0,0,0,0,"No Pool","No Fence","None",0,1,2010,"WD","Abnorml",-1.00247546092683
